name,area,postcode,suburb
Neil Douglas Natural Features Reserve,9.508,3097,Kangaroo Ground
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Maroondah Aqueduct & Surrounds,84.108,3097,Bend of Islands
Maroondah Aqueduct & Surrounds,84.108,3097,Kangaroo Ground
Healesville Freeway Reserve,23.318,3133,Vermont
Healesville Freeway Reserve,23.318,3133,Vermont South
Davy Lane Reserve,4.136,3133,Vermont
Davy Lane Reserve,4.136,3133,Vermont South
Bellbird Dell Reserve,2.76,3133,Vermont
Bellbird Dell Reserve,2.76,3133,Vermont South
Dandenong Valley Parklands,800.566,3133,Vermont
Dandenong Valley Parklands,800.566,3133,Vermont South
Healesville Freeway Reserve,23.318,3133,Vermont
Healesville Freeway Reserve,23.318,3133,Vermont South
Dandenong Valley Parklands,800.566,3133,Vermont
Dandenong Valley Parklands,800.566,3133,Vermont South
Dandenong Valley Parklands,800.566,3133,Vermont
Dandenong Valley Parklands,800.566,3133,Vermont South
Healesville Freeway Reserve,23.318,3133,Vermont
Healesville Freeway Reserve,23.318,3133,Vermont South
Healesville Freeway Reserve,23.318,3133,Vermont
Healesville Freeway Reserve,23.318,3133,Vermont South
Healesville Freeway Reserve,23.318,3133,Vermont
Healesville Freeway Reserve,23.318,3133,Vermont South
Western Port Intertidal Coastal Reserve,448.893,3980,Blind Bight
North Western Port Nature Conservation Reserve,2008.633,3980,Blind Bight
North Western Port Nature Conservation Reserve,2008.633,3980,Blind Bight
Western Port Coastal Reserve (Com),717.492,3980,Blind Bight
Port Phillip Bay Coastal Reserve (Com),600.076,3936,Arthurs Seat
Port Phillip Bay Coastal Reserve (Com),600.076,3936,Dromana
Port Phillip Bay Coastal Reserve (Com),600.076,3936,Safety Beach
Port Phillip Bay Coastal Reserve (Com),600.076,3936,Arthurs Seat
Port Phillip Bay Coastal Reserve (Com),600.076,3936,Dromana
Port Phillip Bay Coastal Reserve (Com),600.076,3936,Safety Beach
Western Port Coastal Reserve (Com),717.492,3918,Bittern
Warrengine Creek Streamside Reserve,1.14,3918,Bittern
Warrengine Creek Streamside Reserve,1.14,3918,Bittern
Lower Yarra River Land,3.423,3067,Abbotsford
Lower Yarra River Land,3.423,3067,Abbotsford
Lower Yarra River Land,3.423,3067,Abbotsford
Lower Yarra River Land (Addition) Park,0.156,3067,Abbotsford
Lower Yarra River Land (Addition) Park,0.156,3067,Abbotsford
Lower Yarra River Land,3.423,3067,Abbotsford
Lower Yarra River Land,3.423,3067,Abbotsford
Lower Yarra River Land,3.423,3067,Abbotsford
Lower Yarra River Land,3.423,3067,Abbotsford
Lower Yarra River Land,3.423,3067,Abbotsford
Lower Yarra River Land,3.423,3067,Abbotsford
Puffing Billy Historic & Cultural Features Res.,88.696,3782,Avonsleigh
Puffing Billy Historic & Cultural Features Res.,88.696,3782,Clematis
Puffing Billy Historic & Cultural Features Res.,88.696,3782,Emerald
Puffing Billy Historic & Cultural Features Res.,88.696,3782,Macclesfield
Clematis Park Bushland Reserve,1.475,3782,Avonsleigh
Clematis Park Bushland Reserve,1.475,3782,Clematis
Clematis Park Bushland Reserve,1.475,3782,Emerald
Clematis Park Bushland Reserve,1.475,3782,Macclesfield
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Belgrave G185 Bushland Reserve,2.478,3160,Belgrave
Belgrave G185 Bushland Reserve,2.478,3160,Belgrave Heights
Belgrave G185 Bushland Reserve,2.478,3160,Belgrave South
Belgrave G185 Bushland Reserve,2.478,3160,Tecoma
Belgrave G185 Bushland Reserve,2.478,3160,Belgrave
Belgrave G185 Bushland Reserve,2.478,3160,Belgrave Heights
Belgrave G185 Bushland Reserve,2.478,3160,Belgrave South
Belgrave G185 Bushland Reserve,2.478,3160,Tecoma
Belgrave G185 Bushland Reserve,2.478,3160,Belgrave
Belgrave G185 Bushland Reserve,2.478,3160,Belgrave Heights
Belgrave G185 Bushland Reserve,2.478,3160,Belgrave South
Belgrave G185 Bushland Reserve,2.478,3160,Tecoma
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Arthurs Seat State Park,566.061,3936,Arthurs Seat
Arthurs Seat State Park,566.061,3936,Dromana
Arthurs Seat State Park,566.061,3936,Safety Beach
Arthurs Seat State Park,566.061,3936,Arthurs Seat
Arthurs Seat State Park,566.061,3936,Dromana
Arthurs Seat State Park,566.061,3936,Safety Beach
Arthurs Seat State Park,566.061,3936,Arthurs Seat
Arthurs Seat State Park,566.061,3936,Dromana
Arthurs Seat State Park,566.061,3936,Safety Beach
Arthurs Seat State Park,566.061,3936,Arthurs Seat
Arthurs Seat State Park,566.061,3936,Dromana
Arthurs Seat State Park,566.061,3936,Safety Beach
Point Cook Coastal Park,843.66,3030,Cocoroc
Point Cook Coastal Park,843.66,3030,Point Cook
Point Cooke Marine Sanctuary,291.91,3030,Cocoroc
Point Cooke Marine Sanctuary,291.91,3030,Point Cook
Point Cook Coastal Park,843.66,3030,Cocoroc
Point Cook Coastal Park,843.66,3030,Point Cook
Point Cook Coastal Park,843.66,3030,Cocoroc
Point Cook Coastal Park,843.66,3030,Point Cook
Point Cook Coastal Park,843.66,3030,Cocoroc
Point Cook Coastal Park,843.66,3030,Point Cook
Point Cook Coastal Park (Com),3.904,3030,Cocoroc
Point Cook Coastal Park (Com),3.904,3030,Point Cook
"Williamstown Workshop, Piers & Stony Creek Backwash",103.036,3015,Newport
"Williamstown Workshop, Piers & Stony Creek Backwash",103.036,3015,South Kingsville
"Williamstown Workshop, Piers & Stony Creek Backwash",103.036,3015,Spotswood
"Williamstown Workshop, Piers & Stony Creek Backwash",103.036,3015,Newport
"Williamstown Workshop, Piers & Stony Creek Backwash",103.036,3015,South Kingsville
"Williamstown Workshop, Piers & Stony Creek Backwash",103.036,3015,Spotswood
"Williamstown Workshop, Piers & Stony Creek Backwash",103.036,3015,Newport
"Williamstown Workshop, Piers & Stony Creek Backwash",103.036,3015,South Kingsville
"Williamstown Workshop, Piers & Stony Creek Backwash",103.036,3015,Spotswood
Organ Pipes National Park,153.666,3036,Keilor
Organ Pipes National Park,153.666,3036,Keilor North
Organ Pipes National Park,153.666,3036,Keilor
Organ Pipes National Park,153.666,3036,Keilor North
Kinglake National Park,23170.036,3763,Kinglake
Toorourrong Reservoir Park,31.748,3757,Eden Park
Toorourrong Reservoir Park,31.748,3757,Humevale
Toorourrong Reservoir Park,31.748,3757,Kinglake Central
Toorourrong Reservoir Park,31.748,3757,Pheasant Creek
Kinglake National Park,23170.036,3763,Kinglake
Kinglake National Park,23170.036,3763,Kinglake
Port Phillip Bay Coastal Reserve (Com),600.076,3941,Rye
Port Phillip Bay Coastal Reserve (Com),600.076,3941,Tootgarook
Port Phillip Bay Coastal Reserve (Com),600.076,3941,Rye
Port Phillip Bay Coastal Reserve (Com),600.076,3941,Tootgarook
Devilbend Natural Features Reserve,1007.101,3915,Hastings
Mornington Peninsula National Park,2682.736,3929,Flinders
Port Phillip Bay Coastal Reserve (Com),600.076,3942,Blairgowrie
Lysterfield Park,1434.623,3160,Belgrave
Lysterfield Park,1434.623,3160,Belgrave Heights
Lysterfield Park,1434.623,3160,Belgrave South
Lysterfield Park,1434.623,3160,Tecoma
"Monbulk Creek, Belgrave Heights Streamside Reserve",2.858,3160,Belgrave
"Monbulk Creek, Belgrave Heights Streamside Reserve",2.858,3160,Belgrave Heights
"Monbulk Creek, Belgrave Heights Streamside Reserve",2.858,3160,Belgrave South
"Monbulk Creek, Belgrave Heights Streamside Reserve",2.858,3160,Tecoma
"Monbulk Creek, Belgrave Heights Streamside Reserve",2.858,3160,Belgrave
"Monbulk Creek, Belgrave Heights Streamside Reserve",2.858,3160,Belgrave Heights
"Monbulk Creek, Belgrave Heights Streamside Reserve",2.858,3160,Belgrave South
"Monbulk Creek, Belgrave Heights Streamside Reserve",2.858,3160,Tecoma
Woodlands Historic Park,819.62,3049,Attwood
Patterson River Rock Walls,18.108,3196,Bonbeach
Patterson River Rock Walls,18.108,3196,Chelsea
Patterson River Rock Walls,18.108,3196,Chelsea Heights
Patterson River Rock Walls,18.108,3196,Edithvale
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Ferny Creek Bushland Reserve,1.681,3787,Sassafras
Ferny Creek Bushland Reserve,1.681,3787,Sassafras
Sassafras G163 Bushland Reserve,0.307,3787,Sassafras
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Alfred Nicholas Memorial Gardens,13.285,3787,Sassafras
Olinda G165 Bushland Reserve,2.926,3787,Sassafras
Ferny Creek Bushland Reserve,1.681,3787,Sassafras
Sassafras Creek Nature Conservation Reserve,179.499,3787,Sassafras
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Lilydale-Warburton Rail Trail,147.279,3796,Mount Evelyn
Lilydale-Warburton Rail Trail,147.279,3796,Mount Evelyn
Lilydale-Warburton Rail Trail,147.279,3796,Mount Evelyn
Lilydale-Warburton Rail Trail,147.279,3796,Mount Evelyn
Mornington Peninsula National Park,2682.736,3929,Flinders
Kinglake National Park,23170.036,3763,Kinglake
Lower Yarra River Land,3.423,3122,Hawthorn
Lower Yarra River Land,3.423,3122,Hawthorn
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Dandenong Ranges National Park,3533.337,3786,Ferny Creek
Bald Hills Bushland Reserve,2.539,3937,Red Hill
Bald Hills Bushland Reserve,2.539,3937,Red Hill South
Balnarring G95 Bushland Reserve,4.036,3937,Red Hill
Balnarring G95 Bushland Reserve,4.036,3937,Red Hill South
Yannathan I97 Bushland Reserve,10.069,3981,Bayles
Yannathan I97 Bushland Reserve,10.069,3981,Catani
Yannathan I97 Bushland Reserve,10.069,3981,Dalmore
Yannathan I97 Bushland Reserve,10.069,3981,Heath Hill
Yannathan I97 Bushland Reserve,10.069,3981,Koo Wee Rup
Wright Forest Bushland Area,127.51,3782,Avonsleigh
Wright Forest Bushland Area,127.51,3782,Clematis
Wright Forest Bushland Area,127.51,3782,Emerald
Wright Forest Bushland Area,127.51,3782,Macclesfield
Wright Forest Bushland Area,127.51,3782,Avonsleigh
Wright Forest Bushland Area,127.51,3782,Clematis
Wright Forest Bushland Area,127.51,3782,Emerald
Wright Forest Bushland Area,127.51,3782,Macclesfield
Puffing Billy Historic & Cultural Features Res.,88.696,3782,Avonsleigh
Puffing Billy Historic & Cultural Features Res.,88.696,3782,Clematis
Puffing Billy Historic & Cultural Features Res.,88.696,3782,Emerald
Puffing Billy Historic & Cultural Features Res.,88.696,3782,Macclesfield
Wright Forest Bushland Area,127.51,3782,Avonsleigh
Wright Forest Bushland Area,127.51,3782,Clematis
Wright Forest Bushland Area,127.51,3782,Emerald
Wright Forest Bushland Area,127.51,3782,Macclesfield
Wright Forest Bushland Area,127.51,3782,Avonsleigh
Wright Forest Bushland Area,127.51,3782,Clematis
Wright Forest Bushland Area,127.51,3782,Emerald
Wright Forest Bushland Area,127.51,3782,Macclesfield
Wright Forest Bushland Area,127.51,3782,Avonsleigh
Wright Forest Bushland Area,127.51,3782,Clematis
Wright Forest Bushland Area,127.51,3782,Emerald
Wright Forest Bushland Area,127.51,3782,Macclesfield
Wright Forest Bushland Area,127.51,3782,Avonsleigh
Wright Forest Bushland Area,127.51,3782,Clematis
Wright Forest Bushland Area,127.51,3782,Emerald
Wright Forest Bushland Area,127.51,3782,Macclesfield
Cardinia Reservoir Parks,207.062,3159,Menzies Creek
Cardinia Reservoir Parks,207.062,3159,Selby
Puffing Billy Historic & Cultural Features Res.,88.696,3159,Menzies Creek
Puffing Billy Historic & Cultural Features Res.,88.696,3159,Selby
Selby G196 Bushland Reserve,0.648,3159,Menzies Creek
Selby G196 Bushland Reserve,0.648,3159,Selby
Puffing Billy Historic & Cultural Features Res.,88.696,3159,Menzies Creek
Puffing Billy Historic & Cultural Features Res.,88.696,3159,Selby
Menzies Creek Bushland Reserve,0.617,3159,Menzies Creek
Menzies Creek Bushland Reserve,0.617,3159,Selby
Puffing Billy Historic & Cultural Features Res.,88.696,3159,Menzies Creek
Puffing Billy Historic & Cultural Features Res.,88.696,3159,Selby
Cardinia Reservoir Parks,207.062,3159,Menzies Creek
Cardinia Reservoir Parks,207.062,3159,Selby
Puffing Billy Historic & Cultural Features Res.,88.696,3159,Menzies Creek
Puffing Billy Historic & Cultural Features Res.,88.696,3159,Selby
Puffing Billy Historic & Cultural Features Res.,88.696,3159,Menzies Creek
Puffing Billy Historic & Cultural Features Res.,88.696,3159,Selby
Puffing Billy Historic & Cultural Features Res.,88.696,3159,Menzies Creek
Puffing Billy Historic & Cultural Features Res.,88.696,3159,Selby
Puffing Billy Railway,1.586,3159,Menzies Creek
Puffing Billy Railway,1.586,3159,Selby
Dandenong Valley Parklands,800.566,3178,Rowville
Churchill National Park,271.918,3178,Rowville
Dandenong Police Paddocks Reserve,456.277,3178,Rowville
Plenty Gorge Parklands,920.156,3754,Doreen
Plenty Gorge Parklands,920.156,3754,Mernda
Mernda Streamside Reserve,5.46,3754,Doreen
Mernda Streamside Reserve,5.46,3754,Mernda
Mernda Streamside Reserve,5.46,3754,Doreen
Mernda Streamside Reserve,5.46,3754,Mernda
Mernda Streamside Reserve,5.46,3754,Doreen
Mernda Streamside Reserve,5.46,3754,Mernda
Mernda Streamside Reserve,5.46,3754,Doreen
Mernda Streamside Reserve,5.46,3754,Mernda
Mernda Streamside Reserve,5.46,3754,Doreen
Mernda Streamside Reserve,5.46,3754,Mernda
Plenty Gorge Parklands,920.156,3754,Doreen
Plenty Gorge Parklands,920.156,3754,Mernda
Plenty Gorge Parklands,920.156,3754,Doreen
Plenty Gorge Parklands,920.156,3754,Mernda
Mernda Streamside Reserve,5.46,3754,Doreen
Mernda Streamside Reserve,5.46,3754,Mernda
Plenty Gorge Parklands,920.156,3754,Doreen
Plenty Gorge Parklands,920.156,3754,Mernda
Mernda Streamside Reserve,5.46,3754,Doreen
Mernda Streamside Reserve,5.46,3754,Mernda
Plenty Gorge Parklands,920.156,3754,Doreen
Plenty Gorge Parklands,920.156,3754,Mernda
Plenty Gorge Parklands (Addition) Park,46.424,3754,Doreen
Plenty Gorge Parklands (Addition) Park,46.424,3754,Mernda
Plenty Gorge Parklands (Addition) Park,46.424,3754,Doreen
Plenty Gorge Parklands (Addition) Park,46.424,3754,Mernda
Yan Yean Reservoir Park,39.565,3755,Yan Yean
Patterson River Rock Walls,18.108,3197,Carrum
Patterson River Rock Walls,18.108,3197,Patterson Lakes
Patterson River,0.003,3197,Carrum
Patterson River,0.003,3197,Patterson Lakes
Dandenong Valley Parklands,800.566,3150,Glen Waverley
Dandenong Valley Parklands,800.566,3150,Glen Waverley
Sandringham Jetty And Breakwater,23.997,3191,Sandringham
Dandenong Valley Parklands (Com),6.605,3150,Glen Waverley
Dandenong Valley Parklands (Com),6.605,3150,Glen Waverley
Dandenong Valley Parklands,800.566,3150,Glen Waverley
Dandenong Valley Parklands,800.566,3150,Glen Waverley
Dandenong Valley Parklands,800.566,3150,Glen Waverley
Dandenong Valley Parklands (Com),6.605,3150,Glen Waverley
Merri Creek Land (368 Mahoneys Rd),1.07,3074,Thomastown
Merri Creek Park,59.292,3074,Thomastown
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Maroondah Aqueduct & Surrounds,84.108,3775,Christmas Hills
Maroondah Aqueduct & Surrounds,84.108,3775,Dixons Creek
Maroondah Aqueduct & Surrounds,84.108,3775,Tarrawarra
Kinglake National Park,23170.036,3763,Kinglake
Sugarloaf Reservoir Park,43.706,3775,Christmas Hills
Sugarloaf Reservoir Park,43.706,3775,Dixons Creek
Sugarloaf Reservoir Park,43.706,3775,Tarrawarra
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Kangaroo Ground South Bushland Reserve,0.651,3775,Christmas Hills
Kangaroo Ground South Bushland Reserve,0.651,3775,Dixons Creek
Kangaroo Ground South Bushland Reserve,0.651,3775,Tarrawarra
Christmas Hills Bushland Reserve,1.631,3775,Christmas Hills
Christmas Hills Bushland Reserve,1.631,3775,Dixons Creek
Christmas Hills Bushland Reserve,1.631,3775,Tarrawarra
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Sugarloaf Reservoir Park,43.706,3775,Christmas Hills
Sugarloaf Reservoir Park,43.706,3775,Dixons Creek
Sugarloaf Reservoir Park,43.706,3775,Tarrawarra
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Maroondah Aqueduct & Surrounds,84.108,3775,Christmas Hills
Maroondah Aqueduct & Surrounds,84.108,3775,Dixons Creek
Maroondah Aqueduct & Surrounds,84.108,3775,Tarrawarra
Christmas Hills Bushland Reserve,1.631,3775,Christmas Hills
Christmas Hills Bushland Reserve,1.631,3775,Dixons Creek
Christmas Hills Bushland Reserve,1.631,3775,Tarrawarra
Sugarloaf Reservoir Park,43.706,3775,Christmas Hills
Sugarloaf Reservoir Park,43.706,3775,Dixons Creek
Sugarloaf Reservoir Park,43.706,3775,Tarrawarra
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Baluk Willam Nature Conservation Reserve,67.407,3160,Belgrave
Baluk Willam Nature Conservation Reserve,67.407,3160,Belgrave Heights
Baluk Willam Nature Conservation Reserve,67.407,3160,Belgrave South
Baluk Willam Nature Conservation Reserve,67.407,3160,Tecoma
Baluk Willam Nature Conservation Reserve,67.407,3160,Belgrave
Baluk Willam Nature Conservation Reserve,67.407,3160,Belgrave Heights
Baluk Willam Nature Conservation Reserve,67.407,3160,Belgrave South
Baluk Willam Nature Conservation Reserve,67.407,3160,Tecoma
Cardinia Reservoir Parks,207.062,3160,Belgrave
Cardinia Reservoir Parks,207.062,3160,Belgrave Heights
Cardinia Reservoir Parks,207.062,3160,Belgrave South
Cardinia Reservoir Parks,207.062,3160,Tecoma
Belgrave South Bushland Reserve,1.95,3160,Belgrave
Belgrave South Bushland Reserve,1.95,3160,Belgrave Heights
Belgrave South Bushland Reserve,1.95,3160,Belgrave South
Belgrave South Bushland Reserve,1.95,3160,Tecoma
Smiths Gully & Peter Franke Nature Conservation Reserve,12.948,3760,Smiths Gully
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Warrandyte - Kinglake Nature Conservation Reserve,648.023,3763,Kinglake
Smiths Gully G147 Bushland Reserve,0.807,3760,Smiths Gully
Smiths Gully G150 Bushland Reserve,0.49,3760,Smiths Gully
